INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,lat,long
915,"221 S 6 Th St, Apands Clinic Downtown",N/A,Terre Haute,CMS Provider/Clinician,"Union Associated Physicians Clinic, Llc",(812)232-0564,IN,47807,39.464176600724,-87.410071006501
916,9130 Columbia Ave,N/A,Munster,CMS Provider/Clinician,Community Care Network Inc,(nan)-,IN,46321,41.547571617911,-87.505554098654
917,3800 Saint Mary Rd,N/A,Valparaiso,CMS Provider/Clinician,Community Care Network Inc,(nan)-,IN,46383,41.503502497395,-87.021260173588
918,50 Nichols St,N/A,Hebron,CMS Provider/Clinician,"Rci (Wrs), Llc.",(219)996-5695,IN,46341,41.327676779195,-87.199720076476
919,1300 Lincolnway,N/A,Valparaiso,CMS Provider/Clinician,"Rci (Wrs), Llc.",(219)462-4193,IN,46383,41.467731889502,-87.043546975526
920,10860 Maple Lane,N/A,St John,CMS Provider/Clinician,Franciscan Physician Network,(219)365-8533,IN,46373,41.421512524872,-87.447815434933
921,3576 Pimlico Pkwy,N/A,Lexington,CMS Provider/Clinician,"Shc Medical Partners Of Kentucky, Llc",(859)272-0608,KY,40517,37.979838306736,-84.471967730466
923,2529 Six Mile Ln,N/A,Louisville,CMS Provider/Clinician,Abode Care Partners Ltc Vb Llc,(502)491-5560,KY,40220,38.209740935525,-85.587231915047
924,550 University Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Radiology Associates Inc,(317)948-7569,IN,46202,39.775300700398,-86.17557455106
925,"306 Hospital Dr, Suite 100",N/A,South Williamson,CMS Provider/Clinician,Appalachian Regional Healthcare Inc,(606)237-1789,KY,41503,37.676436252315,-82.296625548334
927,550 University Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)944-3500,IN,46202,39.775300700398,-86.17557455106
928,966 Bartley St,N/A,Jasper,CMS Provider/Clinician,Little Company Of Mary Hospital Of Indiana Inc,(812)996-7810,IN,47546,38.395587231862,-86.937924205859
929,1310 N Main St,N/A,Rushville,CMS Provider/Clinician,St Vincent Medical Group Inc,(765)932-7536,IN,46173,39.621423121,-85.444691118362
930,8333 Naab Rd,N/A,Indianapolis,CMS Provider/Clinician,St Vincent Medical Group Inc,(nan)-,IN,46260,39.910066216422,-86.19829303834
931,8050 Township Line Rd,N/A,Indianapolis,CMS Provider/Clinician,St Vincent Medical Group Inc,(317)415-8500,IN,46260,39.90208435932,-86.203102329516
932,"8111 S Emerson Ave, Suite 101",N/A,Indianapolis,CMS Provider/Clinician,Franciscan Physician Network,(317)859-5252,IN,46237,39.648338733426,-86.082582425201
933,221 N Celia Ave,N/A,Muncie,CMS Provider/Clinician,Indiana University Health Ball Memorial Physicians Inc,(765)747-3141,IN,47303,40.194993095246,-85.415434067999
934,10755 Eagle Way,N/A,Hopkinsville,CMS Provider/Clinician,Jennie Stuart Medical Center Inc,(nan)-,KY,42240,36.8180360412,-87.474192872547
935,105 Keeton Dr,N/A,Hopkinsville,CMS Provider/Clinician,Jennie Stuart Medical Center Inc,(270)887-6565,KY,42240,36.830345555221,-87.51755230556
936,1019 Majestic Dr,N/A,Lexington,CMS Provider/Clinician,Physicians Health Group Of Kentucky Pllc,(859)687-9456,KY,40513,38.022070427724,-84.556646724296
938,"3900 Kresge Way, Suite 41",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)899-3623,KY,40207,38.239618048121,-85.637952587235
939,"3920 Dutchmans Lane, Suite 302",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)583-8303,KY,40207,38.23299681167,-85.636325454911
940,3920 Dutchmans Ln,N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(nan)-,KY,40207,38.23299681167,-85.636325454911
941,"5129 Dixie Hwy, Suite 100",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)447-3338,KY,40216,38.166236659023,-85.829578314814
942,2401 Terra Crossing Blvd,N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(nan)-,KY,40245,38.2720921352,-85.495627457596
943,8 Linville Dr,N/A,Paris,CMS Provider/Clinician,Clark Regional Physician Practices Llc,(859)737-4411,KY,40361,38.220724583983,-84.238969603551
944,550 University Blvd,N/A,Indianapolis,CMS Provider/Clinician,University Surgeons Inc,(317)944-5000,IN,46202,39.775300700398,-86.17557455106
945,"411 E Chestnut St, Level 5A And 6B",N/A,Louisville,CMS Provider/Clinician,Norton Childrens Medical Group Llc,(502)588-4940,KY,40202,38.247816289765,-85.746920066402
946,"1160 W Michigan St, Glick Eye Institute.",N/A,Indianapolis,CMS Provider/Clinician,"University Family Physicians, Inc.",(317)274-8989,IN,46202,39.774719428589,-86.180114841717
947,"2325 18Th St, Suite 220",N/A,Columbus,CMS Provider/Clinician,Columbus Regional Health Physicians Llc,(812)376-5640,IN,47201,39.216767556121,-85.898622033221
948,355 W 16Th St,N/A,Indianapolis,CMS Provider/Clinician,"University Family Physicians, Inc.",(317)963-7070,IN,46202,39.788311091139,-86.164764136884
949,"3430 Newburg Rd, Suite 210",N/A,Louisville,CMS Provider/Clinician,Louisville Behavioral Health Systems Pllc,(502)454-8800,KY,40218,38.198567831163,-85.683161507503
950,12000 Aiken Rd,N/A,Louisville,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc",(502)489-5002,KY,40243,38.243566319229,-85.518515159498
951,"1855 S Main St, Suite A",N/A,Goshen,CMS Provider/Clinician,Goshen Health System Inc,(574)533-7476,IN,46526,41.563863038893,-85.828617728289
952,"1633 N Capitol Ave, Suite 750",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)963-0953,IN,46202,39.788746544583,-86.161366769375
953,"601 S Floyd St, Suite 300",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)629-1515,KY,40202,38.247939106506,-85.749169839335
954,"401 E Chestnut St, Suite 410",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)271-5999,KY,40202,38.247836753428,-85.747111486816
955,"2605 Kentucky Ave, Suite 601",N/A,Paducah,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)408-3215,KY,42003,37.074532363389,-88.624943809428
957,900 Hospital Dr,N/A,Madisonville,CMS Provider/Clinician,Baptist Health Deaconess Medical Group Inc,(270)825-5800,KY,42431,37.339513932709,-87.492034876354
958,"543 Taylorsville Rd, Suite 101",N/A,Taylorsville,CMS Provider/Clinician,Kentucky Orthopedic Rehabilitation Llc,(502)477-6410,KY,40071,38.036199761425,-85.340811810652
959,"4123 Dutchmans Ln, Suite 401",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)394-6341,KY,40207,38.234881003323,-85.631207843493
960,7430 Jefferson Blvd,N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(nan)-,KY,40219,38.143200882155,-85.674862819445
961,"4915 Norton Healthcare Blvd, Suite 103",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)446-6640,KY,40241,38.313142205994,-85.573535998262
962,10798 Dixie Hwy,N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)588-9490,KY,40272,38.097937155367,-85.872632518315
963,2708 Guilford St,N/A,Huntington,CMS Provider/Clinician,Parkview Health System Inc,(260)355-3900,IN,46750,40.899999879137,-85.506052890105
964,900 Hospital Dr,N/A,Madisonville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)825-5100,KY,42431,37.339513932709,-87.492034876354
966,"11 Municipal Dr, Suite 200",N/A,Fishers,CMS Provider/Clinician,Play On Physical Therapy,(317)663-0683,IN,46038,39.958255649978,-86.017232959406
967,421 Us 31W Byp,N/A,Bowling Green,CMS Provider/Clinician,"Commonwealth Health Corporation, Inc.",(270)782-0151,KY,42101,36.994833942116,-86.426316552448
968,805 Commerce Dr,N/A,Leitchfield,CMS Provider/Clinician,Communicare Inc,(270)259-4652,KY,42754,37.465261848043,-86.288791692501
970,193 Glades Rd,N/A,Berea,CMS Provider/Clinician,"H2 Rehabilitation Services Of Kentucky, Llc",(859)956-1055,KY,40403,37.586257476043,-84.278836292707
971,105 W Cherry St,N/A,Bluffton,CMS Provider/Clinician,Renovate Counseling Services Llc,(260)307-5030,IN,46714,40.737703513003,-85.171608797649
972,5940 Decatur Blvd,N/A,Indianapolis,CMS Provider/Clinician,American Current Care Pa,(317)856-2945,IN,46241,39.676976843222,-86.300617295769
973,505 N Wabash Ave,N/A,Marion,CMS Provider/Clinician,"Grant-Blackford Mental Health, Inc.",(765)668-6713164,IN,46952,40.564781663961,-85.666019210832
974,295 Paint Lick Rd,N/A,Berea,CMS Provider/Clinician,Central Ky Urgent Care Center Inc,(859)353-8884,KY,40403,37.568937504017,-84.317473253103
975,"103 Keystone Dr, Suite 5",N/A,Richmond,CMS Provider/Clinician,Central Ky Urgent Care Center Inc,(859)353-8884,KY,40475,37.778167721997,-84.323571837457
976,9368 Cedar Ctr Way,N/A,Louisville,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc",(502)231-3979,KY,40291,38.145259033478,-85.587494282254
977,"613 23Rd St, Suite 520",N/A,Ashland,CMS Provider/Clinician,Kings Daughters Medical Specialties Inc,(606)326-1675,KY,41101,38.471205066389,-82.632989896513
979,200 W 3Rd St,N/A,Newport,CMS Provider/Clinician,Summit Medical Group Inc,(859)578-5662,KY,41071,39.094919302766,-84.494448016557
980,"508 W 2Nd St, Groups Recover Together",N/A,Bloomington,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,47403,39.161446227349,-86.538895903227
981,107 E Main St,N/A,Earlington,CMS Provider/Clinician,"Regional Health Care Affiliates, Inc",(270)905-4084,KY,42410,37.274176993496,-87.51226827601
982,"1345 Unity Pl, Suite 225",N/A,Lafayette,CMS Provider/Clinician,Unity Healthcare Llc,(765)449-2436,IN,47905,40.398019231559,-86.837405432602
983,301 W Homer St,N/A,Michigan City,CMS Provider/Clinician,Franciscan Physician Network,(219)214-4400,IN,46360,41.706524030067,-86.898989204125
985,"2520 E Dupont Rd, Dupont Hospital",N/A,Fort Wayne,CMS Provider/Clinician,Lutheran Medical Group Llc,(260)432-2297,IN,46825,41.178612149901,-85.109522377197
986,"611 E Douglas Rd, 309 Infectious Diseases",N/A,Mishawaka,CMS Provider/Clinician,Saint Joseph Regional Medical Center Inc,(574)335-6770,IN,46545,41.709322876991,-86.189581849134
987,7911 N Michigan Rd,N/A,Indianapolis,CMS Provider/Clinician,Pike Medical Consultants Pc,(317)956-6288,IN,46268,39.89752484519,-86.215858281651
988,"10200 Forest Green Blvd, Suite 112",N/A,Louisville,CMS Provider/Clinician,Vohra Post Acute Care Physicians Of The East Pa,(954)399-4673,KY,40223,38.26306326281,-85.569009945297
989,"10215 Broadway, Suite 202",N/A,Crown Point,CMS Provider/Clinician,Layous Llc,(219)595-5754,IN,46307,41.431186409765,-87.335443521033
990,501 45Th St,N/A,Munster,CMS Provider/Clinician,Layous Llc,(219)595-5754,IN,46321,41.542911444092,-87.51669333501
991,1451 Jason Rd,N/A,Greenfield,CMS Provider/Clinician,Whitewater Eye Centers Llc,(888)788-0001,IN,46140,39.803794404346,-85.771263697568
993,"955 N Michigan Ave, 2 Whitewater Eye Center Gr",N/A,Greensburg,CMS Provider/Clinician,Whitewater Eye Centers Llc,(812)222-2020,IN,47240,39.346390574142,-85.495485072931
994,1900 Chester Blvd,N/A,Richmond,CMS Provider/Clinician,Whitewater Eye Centers Llc,(765)962-2020,IN,47374,39.857925165395,-84.888780474141
995,8010 Oak Park Rd Ne,N/A,New Salisbury,CMS Provider/Clinician,Insight Eyecare Associates Inc,(812)366-3147,IN,47161,38.316807847592,-86.087919951188
996,"713 Broadway St, Suite 301B",N/A,Paintsville,CMS Provider/Clinician,Frontier Medical Associates Of Paintsville Inc,(606)372-1234,KY,41240,37.810939959034,-82.800343569831
998,250 Park St,N/A,Bowling Green,CMS Provider/Clinician,"Commonwealth Health Corporation, Inc.",(270)745-1111,KY,42101,36.996373887935,-86.430025596165
999,24 Madison Square Dr,N/A,Madisonville,CMS Provider/Clinician,Kentucky Orthopedic Rehabilitation Llc,(270)824-9227,KY,42431,37.326545230359,-87.48068610876
1000,"200 Clinic Dr, Fl 3",N/A,Madisonville,CMS Provider/Clinician,Baptist Health Deaconess Medical Group Inc,(270)825-7214,KY,42431,37.337513162665,-87.491413142728
1002,"2020 Meridian St, Suite 220",N/A,Anderson,CMS Provider/Clinician,St Vincent Medical Group Inc,(765)646-8538,IN,46016,40.096147592026,-85.679067349602
1003,3700 Washington Ave,N/A,Evansville,CMS Provider/Clinician,Cep America Llc,(812)485-4000,IN,47714,37.962456040226,-87.505400723533
1004,"1450 E Crossing Blvd, Core Therapy And Wellness",N/A,Terre Haute,CMS Provider/Clinician,Anew Therapy And Wellness Llc,(812)298-8209,IN,47802,39.399144674326,-87.394905874279
1005,1140 Lexington Rd,N/A,Georgetown,CMS Provider/Clinician,Radiology Alliance Pc,(614)210-1885,KY,40324,38.185774188566,-84.562187954882
1007,1801 Ashley Cir,N/A,Bowling Green,CMS Provider/Clinician,Radiology Alliance Pc,(270)793-1000,KY,42104,36.96581028945,-86.435936390813
1008,1915 Lake Ave,N/A,Plymouth,CMS Provider/Clinician,Cep America Llc,(574)948-4000,IN,46563,41.332688740835,-86.333414742896
1009,1915 Lake Ave,N/A,Plymouth,CMS Provider/Clinician,Elite Emergency Physicians Inc,(574)523-3160,IN,46563,41.332688740835,-86.333414742896
1010,1405 Browns Ln,N/A,Louisville,CMS Provider/Clinician,"Pinnacle Inpatient Medical Services, Pllc",(502)896-0495,KY,40207,38.235992194797,-85.62972609316
1011,2101 Broadway St,N/A,Clarksville,CMS Provider/Clinician,"Pinnacle Inpatient Medical Services, Pllc",(812)913-6880,IN,47129,38.328864426244,-85.764530403412
1012,"1941 Bishop Ln, Suite 900",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)852-6684,KY,40218,38.202762638575,-85.683021501231
1013,299 Kings Daughters Dr,N/A,Frankfort,CMS Provider/Clinician,Emergency Medicine Services Of Ky Llc,(502)875-5240,KY,40601,38.159569710463,-84.906196635295
1014,181 Roy Campbell Dr,N/A,Hazard,CMS Provider/Clinician,Appalachian Regional Healthcare Inc,(606)439-1316,KY,41701,37.382919543812,-83.211059571896
1018,200 Medical Ctr Dr,N/A,Hazard,CMS Provider/Clinician,Appalachian Regional Healthcare Inc,(606)487-7510,KY,41701,37.277260913656,-83.229179796466
1021,"2325 18Th St, Suite 130",N/A,Columbus,CMS Provider/Clinician,Columbus Regional Health Physicians Llc,(812)379-2020,IN,47201,39.216767556121,-85.898622033221
1022,7830 Madison Ave,N/A,Indianapolis,CMS Provider/Clinician,Kidney And Hypertension Consultants Pc,(317)888-1100,IN,46227,39.652919216285,-86.122999867386
1023,6200 Dutchmans Ln,N/A,Louisville,CMS Provider/Clinician,Care Guide Partners Medical Services Llc,(502)456-6200,KY,40205,38.228753106148,-85.639777587581
1024,210 Marie Langdon Dr,N/A,Manchester,CMS Provider/Clinician,Concord Medical Group Of Kentucky Pllc,(606)598-5104,KY,40962,37.161789924717,-83.761490195269
1025,1740 Nicholasville Rd,N/A,Lexington,CMS Provider/Clinician,Central Kentucky Anesthesia P.S.C.,(859)260-6100,KY,40503,38.019099370202,-84.51375591061
1026,135 E Maxwell St,N/A,Lexington,CMS Provider/Clinician,"Kentucky Medical Services Foundation, Inc",(859)226-7103,KY,40508,38.042645884091,-84.500325792803
1029,290 Big Run Rd,N/A,Lexington,CMS Provider/Clinician,"Chipps, Caffrey And Dubilier, P.S.C",(859)278-9513,KY,40503,38.000446149669,-84.531235953275
1031,"200 E Chestnut St, Bldg Suite303",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)629-4409,KY,40202,38.248211772883,-85.751762091104
1032,3407 Fern Valley Rd,N/A,Louisville,CMS Provider/Clinician,Jones Chiropractic And Massage Inc,(502)961-9355,KY,40213,38.157001269107,-85.701208273546
1033,"4003 Kresge Way, Suite 300",N/A,Louisville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)897-5139,KY,40207,38.239201523591,-85.639390610294
1034,1500 James Simpson Jr Way,N/A,Covington,CMS Provider/Clinician,Summit Medical Group Inc,(859)655-4111,KY,41011,39.072658489485,-84.517738054275
1035,"611 E Douglas Rd, 408 Obgyn",N/A,Mishawaka,CMS Provider/Clinician,Saint Joseph Regional Medical Center Inc,(574)335-6440,IN,46545,41.709322876991,-86.189581849134
1036,"1113 Lincoln Park Rd, Suite A",N/A,Springfield,CMS Provider/Clinician,Diagnostic Solutions Llc,(859)481-5830,KY,40069,37.699874927798,-85.222174752666
1037,2400 Eastpoint Pkwy,N/A,Louisville,CMS Provider/Clinician,One Anesthesia Pllc,(502)473-2132,KY,40223,38.275379921865,-85.503302582636
1038,200 E Chestnut St,N/A,Louisville,CMS Provider/Clinician,Universal Anesthesia Services Llc,(502)629-2880,KY,40202,38.248211772883,-85.751762091104
1039,1542 S Bloomington St,N/A,Greencastle,CMS Provider/Clinician,Putnam County Hospital,(nan)-,IN,46135,39.621935734586,-86.845968915975
1040,1201 Pleasant Valley Rd,N/A,Owensboro,CMS Provider/Clinician,Anesthesia Dynamics Llc,(888)851-4642,KY,42303,37.773052469055,-87.065989050335
1041,17160 Dragonfly Dr,N/A,Noblesville,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)329-7022,IN,46060,40.03729291798,-85.996418529611
1042,"3901 Dutchmans Ln, Suite 104",N/A,Louisville,CMS Provider/Clinician,Commonwealth Foot And Ankle Center,(502)496-4914,KY,40207,38.233152164001,-85.636288932736
1045,"3950 Kresge Way, Suite 308",N/A,Louisville,CMS Provider/Clinician,Louisville Hospitalist Associates Pllc,(502)895-8911,KY,40207,38.239655850779,-85.637870681473
1046,"1919 State St, Suite 244",N/A,New Albany,CMS Provider/Clinician,Recover Together Inc,(608)977-7226,IN,47150,38.300870452254,-85.835523318813
1047,322 N Main St,N/A,Kokomo,CMS Provider/Clinician,Community Howard Regional Health Inc,(765)453-8555,IN,46901,40.488951361456,-86.131167301704
1048,"733 N Capitol Ave, Apt 24",N/A,Indianapolis,CMS Provider/Clinician,Associated Valley Radiologists Ltd,(855)504-4544,IN,46204,39.777487628948,-86.161242876275
1049,"1000 N 16Th St, Suite 250",N/A,New Castle,CMS Provider/Clinician,New Castle Clinic Inc,(765)599-3555,IN,47362,39.942818532448,-85.364936718363
1050,"1115 Ronald Reagan Pkwy, Suite 364",N/A,Avon,CMS Provider/Clinician,University Urologists Inc Pc,(317)217-2700,IN,46123,39.783063811946,-86.343774997604
1051,"3288 Eagle View Ln, Suite 210",N/A,Lexington,CMS Provider/Clinician,Eye Consultants Of Kentucky Psc,(859)263-3030,KY,40509,38.000047335597,-84.442944586538
1052,"2601 Kentucky Ave, Suite 201",N/A,Paducah,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)538-9555,KY,42003,37.07457818887,-88.624891167595
1053,"411 E Chestnut St, 5A",N/A,Louisville,CMS Provider/Clinician,Norton Childrens Medical Group Llc,(502)588-7450,KY,40202,38.247816289765,-85.746920066402
1054,"1107 Crown Pointe Dr, Suite 107",N/A,Elizabethtown,CMS Provider/Clinician,Commonwealth Pain Associates Pllc,(270)506-3300,KY,42701,37.717624707035,-85.836715173363
1055,1850 State St,N/A,New Albany,CMS Provider/Clinician,Northstar Anesthesia Of Indiana Llc,(812)944-7701,IN,47150,38.300350618277,-85.834821136922
1056,"1411 S Creasy Ln, 120 Lafayette Loc",N/A,Lafayette,CMS Provider/Clinician,Orthopaedics-Indianapolis Inc,(765)447-4165,IN,47905,40.397971175777,-86.838375789648
1057,"6940 Michigan Rd, Suite 140",N/A,Indianapolis,CMS Provider/Clinician,The Health And Hospital Corporation Of Marion County,(317)266-2901,IN,46268,39.881324388476,-86.208196535568
1058,108 Lexington St,N/A,Lancaster,CMS Provider/Clinician,Lancaster Family Health Care,(859)304-5258,KY,40444,37.620337018381,-84.578469923727
1059,12100 Princeland Dr,N/A,Ashland,CMS Provider/Clinician,Ashland Hospital Corporation,(606)928-2963,KY,41102,38.383723533922,-82.74998633892
1062,"1350 Chester Blvd, Suite D",N/A,Richmond,CMS Provider/Clinician,Reid Physician Associates Inc,(765)935-8860,IN,47374,39.845733107077,-84.889039233402
1063,"7250 Clearvista Dr, Suite 355",N/A,Indianapolis,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)621-5676,IN,46256,39.899686709406,-86.040265715814
1065,2802 Leonard Dr,N/A,Valparaiso,CMS Provider/Clinician,Allergy Asthma Care P.C.,(219)531-5855,IN,46383,41.45884509169,-87.024252557151
1066,132 Village Ctr Rd,N/A,Harlan,CMS Provider/Clinician,Mountain Comprehensive Health Corporation,(606)573-7771,KY,40831,36.81560019994,-83.316739652714
1067,"2158 Intelliplex Dr, Suite 100",N/A,Shelbyville,CMS Provider/Clinician,Major Multispecialty Associates,(317)421-1980,IN,46176,39.557852371229,-85.78318738481
1068,2235 Dubois Dr,N/A,Warsaw,CMS Provider/Clinician,Kosciusko Medical Group Llc,(574)267-8189,IN,46580,41.246499382355,-85.826453556217
1069,231 E Chestnut St,N/A,Louisville,CMS Provider/Clinician,Norton Childrens Medical Group Llc,(502)629-1234,KY,40202,38.248694612365,-85.755089573277
1070,7975 E Us Hwy 36,N/A,Avon,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)272-5563,IN,46123,39.762892868346,-86.381506567132
1071,1348 Hwy 421 N,N/A,Mckee,CMS Provider/Clinician,Cumberland River Behavioral Health Inc,(606)287-7137,KY,40447,37.40600797575,-83.948475612467
1073,"2020 Union St, Suite 100",N/A,Lafayette,CMS Provider/Clinician,Lafayette Podiatry Associates Pc,(765)449-4758,IN,47904,40.424799704461,-86.874258058092
1074,523 Park St,N/A,Bowling Green,CMS Provider/Clinician,"Commonwealth Health Corporation, Inc.",(270)781-0075,KY,42101,36.994061951831,-86.433946459816
1075,1131 Magnolia St,N/A,Bowling Green,CMS Provider/Clinician,Iris Medical Group,(615)274-9767,KY,42103,36.982119615236,-86.4377632612
1076,"229 Red Coach Dr, Suite 106",N/A,Mishawaka,CMS Provider/Clinician,Spine And Joint Associates Of Mishawaka Inc,(574)318-7800,IN,46545,41.692938803993,-86.183918889089
1077,4209 Gateway Blvd,N/A,Newburgh,CMS Provider/Clinician,"Deaconess Specialty Physicians, Inc",(812)842-0907,IN,47630,37.973144523597,-87.445483809097
1078,1305 N Elm St,N/A,Henderson,CMS Provider/Clinician,"Deaconess Specialty Physicians, Inc",(812)490-4550,KY,42420,37.852841035322,-87.581945761415
1079,6200 Dutchmans Ln,N/A,Louisville,CMS Provider/Clinician,Care Guide Partners Inc,(502)456-6200,KY,40205,38.228753106148,-85.639777587581
1080,502 Hausfeldt Ln,N/A,New Albany,CMS Provider/Clinician,Care Guide Partners Inc,(812)945-4596,IN,47150,38.338235557679,-85.827043409344
1081,1698 Old Lebanon Rd,N/A,Campbellsville,CMS Provider/Clinician,"Taylor Regional Medical Group, Llc",(nan)-,KY,42718,37.365661599827,-85.339131091251
1082,1700 Old Lebanon Rd,N/A,Campbellsville,CMS Provider/Clinician,"Taylor Regional Medical Group, Llc",(270)789-6116,KY,42718,37.36568050565,-85.339129372539
1083,440 Hopkinsville St,N/A,Greenville,CMS Provider/Clinician,Oh Muhlenberg Llc,(270)338-8300,KY,42345,37.196992554411,-87.188772582338
1084,"225 S Pine St, Suite 310",N/A,Seymour,CMS Provider/Clinician,St Vincent Medical Group Inc,(812)524-3330,IN,47274,38.955887449408,-85.893414159736
1085,10767 Illinois St,N/A,Carmel,CMS Provider/Clinician,Thomas A Brady Sports Medicine Ctr,(317)817-1200,IN,46032,39.946510998729,-86.161176305009
1087,"7250 Clearvista Dr, Suite 380",N/A,Indianapolis,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)621-7250,IN,46256,39.899686709406,-86.040265715814
1088,200 High Park Ave,N/A,Goshen,CMS Provider/Clinician,Apogee Medical Group Indiana Pc,(574)364-2510,IN,46526,41.564283746714,-85.829832947644
1089,1915 Lake Ave,N/A,Plymouth,CMS Provider/Clinician,Saint Joseph Regional Medical Center- Plymouth Campus Inc,(574)948-4000,IN,46563,41.332688740835,-86.333414742896
1091,1820 Oakview Rd,N/A,Ashland,CMS Provider/Clinician,"Caremed Health Solutions Of Kentucky, Llc",(718)534-0689,KY,41101,38.468295445652,-82.64788423365
1092,2418 16Th St,N/A,Bedford,CMS Provider/Clinician,Fast Pace Medical Clinic Pllc,(812)508-8683,IN,47421,38.8609723336,-86.504877930101
1093,315 S Memorial Dr,N/A,New Castle,CMS Provider/Clinician,Fc Indiana Llc,(765)518-8100,IN,47362,39.928726161407,-85.381773946527
1094,"1930 Bishop Ln, Fl 12",N/A,Louisville,CMS Provider/Clinician,Community Medical Associates Inc,(502)272-5220,KY,40218,38.201713152898,-85.684748598091
1095,"2603 Kentucky Ave, Suite 105",N/A,Paducah,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)443-5564,KY,42003,37.074555888331,-88.624916363661
1096,310 S Limestone,N/A,Lexington,CMS Provider/Clinician,"Commonwealth Anesthesia, Psc",(859)252-6612,KY,40508,38.043249942311,-84.501378749128
1097,1530 Lone Oak Rd,N/A,Paducah,CMS Provider/Clinician,"Commonwealth Anesthesia, Psc",(270)538-7058,KY,42003,37.053415748456,-88.647113354303
1098,"617 23Rd St, Suite 6",N/A,Ashland,CMS Provider/Clinician,Kings Daughters Medical Specialties Inc,(606)326-9888,KY,41101,38.471172260593,-82.633016961295
1099,"805 Bardstown Rd, Suite 12",N/A,Springfield,CMS Provider/Clinician,Family Wellcare Clinic Pllc,(859)481-7113,KY,40069,37.691329237744,-85.234186884889
1101,1400 W 2Nd St,N/A,Seymour,CMS Provider/Clinician,"Klaes Clinic, Inc",(812)522-2240,IN,47274,38.952979729469,-85.908076373194
1102,1 Medical Village Dr,N/A,Edgewood,CMS Provider/Clinician,Summit Medical Group Inc,(859)301-5901,KY,41017,39.007980153759,-84.564775478456
1103,"7979 N Shadeland Ave, Suite 200",N/A,Indianapolis,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)621-4300,IN,46250,39.900202718239,-86.046014004266
1104,530 S Jackson St,N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)852-5851,KY,40202,38.249088816635,-85.744985767464
1105,"222 W Michigan St, Iu Health Urgent Care Llc",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Urgent Care Centers Llc,(225)214-9352,IN,46204,39.774278981896,-86.162595578702
1106,1701 N Senate Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)962-3700,IN,46202,39.788417435639,-86.165638430352
1107,3320 N Clinton St,N/A,Fort Wayne,CMS Provider/Clinician,"Turnstone Center For Children And Adults With Disabilities, Inc",(260)483-2100222,IN,46805,41.106665104644,-85.138118216588
1108,"530 S Jackson St, C07",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)852-5875,KY,40202,38.249088816635,-85.744985767464
1109,7150 Clearvista Dr,N/A,Indianapolis,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)621-6262,IN,46256,39.899686709482,-86.041787714641
1110,55 Cal Hill Spur,N/A,Pine Knot,CMS Provider/Clinician,Industrial Wellness Services Of Kentucky Pllc,(606)376-9355,KY,42635,36.654284076446,-84.437636721198
1112,"101 Prosperous Pl, Suite 350",N/A,Lexington,CMS Provider/Clinician,Lake Cumberland Rheumatology Pllc,(859)654-0160,KY,40509,38.000359476456,-84.444885946603
